,index,id,product_id,customer_id,transaction_date,online_order,order_status
4908,4908,4909,0,1538,2017-05-28,True,Approved
4909,4909,4910,25,637,2017-11-06,False,Approved
4910,4910,4911,0,1406,2017-03-03,False,Approved
4911,4911,4912,56,3131,2017-11-26,False,Approved
4912,4912,4913,87,645,2017-08-17,False,Approved
4913,4913,4914,54,1022,2017-04-04,True,Approved
4914,4914,4915,39,144,2017-06-18,True,Approved
4915,4915,4916,77,2691,2017-09-02,False,Approved
4916,4916,4917,80,2446,2017-09-19,True,Approved
4917,4917,4918,89,2182,2017-08-02,False,Approved
4918,4918,4919,78,2592,2017-11-23,True,Approved
4919,4919,4920,30,581,2017-08-21,True,Approved
4920,4920,4921,96,490,2017-03-08,False,Approved
4921,4921,4922,55,1563,2017-08-04,True,Approved
4922,4922,4923,51,3227,2017-12-27,False,Approved
4923,4923,4924,35,2039,2017-06-14,False,Approved
4924,4924,4925,20,2018,2017-03-24,False,Approved
4925,4925,4926,2,1651,2017-03-27,False,Approved
4926,4926,4927,49,1566,2017-10-05,False,Approved
4927,4927,4928,33,2295,2017-07-29,False,Approved
4928,4928,4929,80,3176,2017-06-30,True,Approved
4929,4929,4930,35,1993,2017-10-17,False,Approved
4930,4930,4931,21,2451,2017-01-29,False,Approved
4931,4931,4932,5,549,2017-05-17,True,Approved
4932,4932,4933,68,1247,2017-04-13,True,Approved
4933,4933,4934,48,151,2017-05-17,False,Approved
4934,4934,4935,19,521,2017-05-26,True,Approved
4935,4935,4936,96,2269,2017-08-04,True,Approved
4936,4936,4937,0,1749,2017-03-25,False,Approved
4937,4937,4938,95,78,2017-06-01,True,Approved
4938,4938,4939,75,2788,2017-05-10,True,Approved
4939,4939,4940,88,2592,2017-11-17,False,Approved
4940,4940,4941,20,173,2017-03-16,False,Approved
4941,4941,4942,72,3293,2017-12-30,True,Approved
4942,4942,4943,3,1378,2017-05-05,True,Approved
4943,4943,4944,3,2404,2017-06-26,False,Approved
4944,4944,4945,78,2043,2017-08-10,False,Approved
4945,4945,4946,94,850,2017-05-18,True,Approved
4946,4946,4947,65,2920,2017-04-19,True,Approved
4947,4947,4948,37,2596,2017-10-19,True,Approved
4948,4948,4949,84,906,2017-01-16,True,Approved
4949,4949,4950,29,3013,2017-12-26,True,Approved
4950,4950,4951,60,1581,2017-04-18,True,Approved
4951,4951,4952,77,833,2017-02-28,False,Approved
4952,4952,4953,56,1805,2017-02-03,True,Approved
4953,4953,4954,13,870,2017-03-28,True,Approved
4954,4954,4955,33,2623,2017-12-20,True,Approved
4955,4955,4956,0,2682,2017-06-16,False,Approved
4956,4956,4957,71,3285,2017-08-11,True,Cancelled
4957,4957,4958,85,2208,2017-06-11,True,Approved
4958,4958,4959,47,2978,2017-04-29,True,Approved
4959,4959,4960,21,1834,2017-04-05,False,Approved
4960,4960,4961,28,2788,2017-02-09,True,Approved
4961,4961,4962,79,3433,2017-06-02,False,Approved
4962,4962,4963,0,531,2017-04-21,True,Approved
4963,4963,4964,27,1524,2017-10-09,False,Approved
4964,4964,4965,76,1770,2017-01-15,False,Approved
4965,4965,4966,86,3202,2017-11-20,False,Approved
4966,4966,4967,0,2217,2017-08-16,True,Approved
4967,4967,4968,3,2992,2017-01-08,False,Approved
4968,4968,4969,90,1462,2017-05-13,False,Approved
4969,4969,4970,95,2060,2017-05-06,True,Approved
4970,4970,4971,1,480,2017-04-27,False,Approved
4971,4971,4972,21,1601,2017-12-11,True,Approved
4972,4972,4973,60,810,2017-06-10,True,Approved
4973,4973,4974,79,156,2017-01-25,True,Approved
4974,4974,4975,71,176,2017-07-08,True,Approved
4975,4975,4976,9,717,2017-03-04,False,Approved
4976,4976,4977,54,2408,2017-08-05,True,Approved
4977,4977,4978,17,686,2017-01-23,False,Approved
4978,4978,4979,17,413,2017-03-26,False,Approved
4979,4979,4980,92,1950,2017-07-03,True,Approved
4980,4980,4981,68,786,2017-01-21,False,Approved
4981,4981,4982,29,3417,2017-08-08,False,Approved
4982,4982,4983,6,472,2017-11-11,True,Approved
4983,4983,4984,0,928,2017-04-08,False,Approved
4984,4984,4985,36,1731,2017-03-08,False,Approved
4985,4985,4986,0,1163,2017-10-27,True,Approved
4986,4986,4987,42,1914,2017-10-30,True,Approved
4987,4987,4988,48,1562,2017-08-05,True,Approved
4988,4988,4989,51,2237,2017-07-30,True,Approved
4989,4989,4990,12,2753,2017-05-27,False,Approved
4990,4990,4991,64,2202,2017-10-21,False,Approved
4991,4991,4992,49,1000,2017-10-04,True,Approved
4992,4992,4993,72,692,2017-01-15,True,Approved
4993,4993,4994,0,1416,2017-04-02,False,Approved
4994,4994,4995,76,1118,2017-07-25,True,Approved
4995,4995,4996,12,946,2017-12-28,True,Approved
4996,4996,4997,6,2441,2017-12-02,False,Approved
4997,4997,4998,73,2057,2017-07-10,True,Approved
4998,4998,4999,5,2522,2017-06-25,False,Approved
4999,4999,5000,19,1916,2017-03-07,True,Approved
5000,5000,5001,28,2703,2017-12-11,False,Approved
5001,5001,5002,29,51,2017-02-12,False,Approved
5002,5002,5003,23,80,2017-06-03,True,Approved
5003,5003,5004,3,2046,2017-09-24,False,Approved
5004,5004,5005,87,2140,2017-07-17,False,Approved
5005,5005,5006,74,3256,2017-10-02,False,Approved
5006,5006,5007,0,2616,2017-04-17,True,Approved
5007,5007,5008,66,2267,2017-04-06,True,Approved
5008,5008,5009,0,2679,2017-08-22,False,Approved
5009,5009,5010,0,2460,2017-10-12,False,Approved
5010,5010,5011,56,2507,2017-01-22,False,Approved
5011,5011,5012,7,83,2017-10-11,False,Approved
5012,5012,5013,55,3082,2017-01-25,True,Approved
5013,5013,5014,46,2907,2017-06-30,False,Approved
5014,5014,5015,72,1965,2017-02-14,False,Approved
5015,5015,5016,58,2264,2017-02-08,True,Approved
5016,5016,5017,69,2454,2017-06-02,False,Approved
5017,5017,5018,11,1550,2017-01-21,False,Approved
5018,5018,5019,18,3449,2017-04-29,False,Approved
5019,5019,5020,2,908,2017-11-30,True,Approved
5020,5020,5021,43,3295,2017-01-14,False,Approved
5021,5021,5022,89,2449,2017-06-08,,Approved
5022,5022,5023,66,2127,2017-02-21,True,Approved
5023,5023,5024,100,2434,2017-05-10,True,Approved
5024,5024,5025,15,1987,2017-08-06,False,Approved
5025,5025,5026,57,901,2017-05-16,True,Approved
5026,5026,5027,62,2413,2017-06-16,False,Approved
5027,5027,5028,83,3498,2017-07-25,True,Approved
5028,5028,5029,0,342,2017-03-25,,Approved
5029,5029,5030,46,344,2017-12-16,True,Approved
5030,5030,5031,70,2590,2017-02-13,False,Approved
5031,5031,5032,57,1293,2017-04-26,False,Approved
5032,5032,5033,86,862,2017-11-06,False,Approved
5033,5033,5034,36,261,2017-08-22,False,Approved
5034,5034,5035,0,1839,2017-07-25,False,Approved
5035,5035,5036,69,3242,2017-01-06,False,Approved
5036,5036,5037,95,2766,2017-10-01,True,Approved
5037,5037,5038,69,1286,2017-11-09,True,Approved
5038,5038,5039,39,577,2017-05-13,True,Approved
5039,5039,5040,53,400,2017-07-17,True,Approved
5040,5040,5041,18,2777,2017-08-19,False,Approved
5041,5041,5042,90,1985,2017-12-30,False,Approved
5042,5042,5043,93,1599,2017-04-02,True,Approved
5043,5043,5044,98,2494,2017-09-26,False,Approved
5044,5044,5045,52,1803,2017-07-30,False,Approved
5045,5045,5046,58,1675,2017-08-29,True,Approved
5046,5046,5047,40,1243,2017-10-21,True,Cancelled
5047,5047,5048,0,1305,2017-02-13,False,Approved
5048,5048,5049,95,3348,2017-08-23,False,Approved
5049,5049,5050,35,2185,2017-01-18,True,Approved
5050,5050,5051,90,113,2017-04-21,False,Approved
5051,5051,5052,5,2948,2017-05-25,True,Approved
5052,5052,5053,45,27,2017-07-25,False,Approved
5053,5053,5054,10,2843,2017-12-10,False,Approved
5054,5054,5055,5,2433,2017-06-23,False,Approved
5055,5055,5056,0,1051,2017-07-04,False,Approved
5056,5056,5057,77,2018,2017-07-28,True,Approved
5057,5057,5058,70,376,2017-04-05,False,Approved
5058,5058,5059,0,3251,2017-12-23,True,Approved
5059,5059,5060,41,1826,2017-11-20,False,Approved
5060,5060,5061,41,1086,2017-12-17,False,Approved
5061,5061,5062,94,1057,2017-11-12,,Approved
5062,5062,5063,85,181,2017-09-04,False,Approved
5063,5063,5064,79,117,2017-09-12,True,Approved
5064,5064,5065,0,3399,2017-06-14,False,Approved
5065,5065,5066,54,430,2017-05-03,True,Approved
5066,5066,5067,13,153,2017-01-08,True,Approved
5067,5067,5068,36,3282,2017-01-14,True,Approved
5068,5068,5069,3,3017,2017-07-07,False,Approved
5069,5069,5070,79,2542,2017-06-02,True,Approved
5070,5070,5071,82,1295,2017-03-29,True,Approved
5071,5071,5072,26,2069,2017-11-09,False,Approved
5072,5072,5073,17,2880,2017-12-12,True,Approved
5073,5073,5074,38,2213,2017-02-13,False,Approved
5074,5074,5075,91,3219,2017-08-06,False,Approved
5075,5075,5076,10,627,2017-09-03,False,Approved
5076,5076,5077,66,2389,2017-12-22,True,Approved
5077,5077,5078,58,1547,2017-09-01,True,Approved
5078,5078,5079,19,871,2017-10-27,True,Approved
5079,5079,5080,55,47,2017-01-17,False,Approved
5080,5080,5081,7,1853,2017-10-02,True,Approved
5081,5081,5082,66,649,2017-05-21,False,Approved
5082,5082,5083,94,16,2017-05-10,False,Approved
5083,5083,5084,57,1991,2017-11-20,False,Approved
5084,5084,5085,6,111,2017-08-05,False,Approved
5085,5085,5086,39,352,2017-06-03,True,Approved
5086,5086,5087,7,1257,2017-03-01,False,Approved
5087,5087,5088,6,653,2017-06-01,True,Approved
5088,5088,5089,39,2753,2017-02-19,False,Approved
5089,5089,5090,76,3493,2017-06-29,True,Approved
5090,5090,5091,42,173,2017-03-25,False,Approved
5091,5091,5092,48,2191,2017-06-28,False,Approved
5092,5092,5093,0,539,2017-11-24,False,Approved
5093,5093,5094,6,3338,2017-09-20,False,Approved
5094,5094,5095,81,2126,2017-03-22,False,Approved
5095,5095,5096,40,233,2017-02-08,False,Approved
5096,5096,5097,74,2642,2017-12-10,False,Approved
5097,5097,5098,36,1309,2017-02-23,True,Approved
5098,5098,5099,62,150,2017-04-01,False,Approved
5099,5099,5100,15,2526,2017-09-05,True,Approved
5100,5100,5101,0,1850,2017-06-29,False,Approved
5101,5101,5102,3,165,2017-09-19,True,Approved
5102,5102,5103,69,1649,2017-06-08,True,Cancelled
5103,5103,5104,11,3206,2017-10-16,True,Approved
5104,5104,5105,42,2845,2017-04-09,False,Approved
5105,5105,5106,48,333,2017-04-10,True,Approved
5106,5106,5107,92,648,2017-08-29,False,Approved
5107,5107,5108,61,414,2017-11-13,True,Approved
5108,5108,5109,70,381,2017-05-07,True,Approved
5109,5109,5110,12,2038,2017-12-03,True,Approved
5110,5110,5111,86,1199,2017-05-27,True,Approved
5111,5111,5112,45,665,2017-03-25,True,Approved
5112,5112,5113,36,3388,2017-09-17,True,Approved
5113,5113,5114,58,1233,2017-12-16,False,Approved
5114,5114,5115,54,793,2017-06-10,True,Approved
5115,5115,5116,34,987,2017-04-20,True,Approved
5116,5116,5117,55,1967,2017-01-25,True,Approved
5117,5117,5118,59,3331,2017-11-24,True,Approved
5118,5118,5119,40,39,2017-02-07,True,Approved
5119,5119,5120,55,104,2017-07-14,True,Approved
5120,5120,5121,1,1008,2017-08-22,False,Approved
5121,5121,5122,4,2019,2017-09-17,False,Approved
5122,5122,5123,89,1586,2017-04-14,True,Approved
5123,5123,5124,85,1627,2017-05-13,False,Approved
5124,5124,5125,45,645,2017-08-19,False,Approved
5125,5125,5126,39,1048,2017-04-03,True,Cancelled
5126,5126,5127,36,2723,2017-02-02,False,Approved
5127,5127,5128,4,2861,2017-02-17,False,Approved
5128,5128,5129,29,1157,2017-08-04,True,Approved
5129,5129,5130,76,348,2017-03-13,True,Approved
5130,5130,5131,22,1254,2017-01-23,False,Approved
5131,5131,5132,85,3216,2017-12-15,False,Approved
5132,5132,5133,10,198,2017-06-02,True,Approved
5133,5133,5134,73,1128,2017-10-27,True,Approved
5134,5134,5135,57,2655,2017-06-17,False,Approved
5135,5135,5136,69,2398,2017-05-02,False,Approved
5136,5136,5137,45,2442,2017-04-30,False,Approved
5137,5137,5138,14,1762,2017-01-11,False,Approved
5138,5138,5139,89,353,2017-11-14,True,Approved
5139,5139,5140,81,1443,2017-08-04,True,Approved
5140,5140,5141,50,157,2017-08-17,False,Approved
5141,5141,5142,92,971,2017-04-18,False,Approved
5142,5142,5143,11,515,2017-03-19,True,Approved
5143,5143,5144,70,2795,2017-05-06,True,Approved
5144,5144,5145,13,1491,2017-07-23,True,Approved
5145,5145,5146,7,2259,2017-05-24,True,Approved
5146,5146,5147,35,574,2017-03-20,True,Approved
5147,5147,5148,78,1483,2017-04-20,False,Approved
5148,5148,5149,44,1533,2017-01-29,True,Approved
5149,5149,5150,93,101,2017-03-23,True,Approved
5150,5150,5151,58,2260,2017-11-17,False,Approved
5151,5151,5152,57,1984,2017-11-12,False,Approved
5152,5152,5153,11,1518,2017-08-10,False,Approved
5153,5153,5154,10,138,2017-07-25,False,Approved
5154,5154,5155,39,2187,2017-02-14,True,Approved
5155,5155,5156,19,3191,2017-10-24,False,Approved
5156,5156,5157,47,1,2017-05-11,True,Approved
5157,5157,5158,46,1750,2017-09-29,False,Approved
5158,5158,5159,0,1418,2017-06-01,False,Approved
5159,5159,5160,7,3275,2017-03-05,False,Approved
5160,5160,5161,5,202,2017-06-25,False,Approved
5161,5161,5162,4,2336,2017-06-11,True,Approved
5162,5162,5163,31,397,2017-02-03,True,Approved
5163,5163,5164,27,344,2017-12-22,True,Approved
5164,5164,5165,1,3240,2017-11-22,True,Cancelled
5165,5165,5166,10,1368,2017-11-01,True,Approved
5166,5166,5167,59,1259,2017-08-24,True,Approved
5167,5167,5168,36,580,2017-01-02,True,Approved
5168,5168,5169,81,729,2017-12-01,False,Approved
5169,5169,5170,37,1992,2017-01-23,True,Approved
5170,5170,5171,58,1760,2017-07-09,False,Approved
5171,5171,5172,90,2211,2017-04-15,True,Approved
5172,5172,5173,13,2272,2017-05-30,False,Approved
5173,5173,5174,10,2191,2017-04-11,True,Approved
5174,5174,5175,93,1479,2017-03-23,False,Cancelled
5175,5175,5176,89,2461,2017-05-11,True,Approved
5176,5176,5177,53,397,2017-05-01,True,Approved
5177,5177,5178,0,396,2017-03-01,False,Approved
5178,5178,5179,67,1601,2017-04-12,True,Approved
5179,5179,5180,74,1353,2017-11-27,False,Approved
5180,5180,5181,9,2359,2017-01-11,True,Approved
5181,5181,5182,58,1884,2017-02-25,False,Approved
5182,5182,5183,84,847,2017-01-06,False,Approved
5183,5183,5184,81,3291,2017-07-16,True,Approved
5184,5184,5185,47,2631,2017-12-03,False,Approved
5185,5185,5186,89,1795,2017-12-27,False,Approved
5186,5186,5187,0,1859,2017-05-21,True,Approved
5187,5187,5188,35,1217,2017-06-26,False,Approved
5188,5188,5189,95,1588,2017-11-18,True,Approved
5189,5189,5190,14,855,2017-09-17,True,Approved
5190,5190,5191,97,986,2017-07-23,True,Approved
5191,5191,5192,15,1589,2017-09-12,True,Approved
5192,5192,5193,7,1844,2017-11-19,False,Approved
5193,5193,5194,36,2495,2017-11-29,True,Approved
5194,5194,5195,18,1083,2017-04-08,False,Approved
5195,5195,5196,57,1150,2017-04-19,True,Approved
5196,5196,5197,87,2697,2017-09-21,True,Approved
5197,5197,5198,11,2937,2017-10-16,True,Approved
5198,5198,5199,43,1013,2017-06-09,True,Approved
5199,5199,5200,43,1663,2017-11-14,True,Approved
5200,5200,5201,13,2132,2017-11-29,True,Approved
5201,5201,5202,95,1198,2017-09-21,False,Approved
5202,5202,5203,54,2808,2017-07-03,True,Approved
5203,5203,5204,15,812,2017-01-30,True,Approved
5204,5204,5205,95,2459,2017-07-06,False,Approved
5205,5205,5206,85,2830,2017-05-14,False,Approved
5206,5206,5207,0,531,2017-03-02,True,Approved
5207,5207,5208,79,2577,2017-02-25,True,Approved
5208,5208,5209,19,2283,2017-06-13,True,Approved
5209,5209,5210,44,3450,2017-01-11,True,Approved
5210,5210,5211,24,1007,2017-04-20,False,Approved
5211,5211,5212,70,2653,2017-12-18,True,Approved
5212,5212,5213,1,94,2017-11-27,False,Approved
5213,5213,5214,0,82,2017-03-30,True,Approved
5214,5214,5215,73,473,2017-01-19,False,Approved
5215,5215,5216,46,1506,2017-07-04,False,Approved
5216,5216,5217,81,749,2017-05-29,False,Approved
5217,5217,5218,45,2237,2017-02-24,False,Approved
5218,5218,5219,20,782,2017-02-22,False,Cancelled
5219,5219,5220,58,1630,2017-12-07,True,Approved
5220,5220,5221,2,91,2017-04-13,True,Approved
5221,5221,5222,61,2331,2017-12-11,True,Approved
5222,5222,5223,78,2565,2017-03-24,False,Approved
5223,5223,5224,20,3324,2017-11-15,True,Approved
5224,5224,5225,80,2250,2017-08-28,False,Approved
5225,5225,5226,61,2801,2017-10-28,True,Approved
5226,5226,5227,72,1733,2017-11-07,True,Approved
5227,5227,5228,33,1121,2017-12-23,True,Approved
5228,5228,5229,65,772,2017-03-18,True,Approved
5229,5229,5230,5,1972,2017-03-19,True,Approved
5230,5230,5231,12,2381,2017-12-01,True,Approved
5231,5231,5232,38,3137,2017-01-16,True,Approved
5232,5232,5233,92,1078,2017-11-06,True,Approved
5233,5233,5234,3,2684,2017-02-27,True,Approved
5234,5234,5235,70,2618,2017-11-06,False,Approved
5235,5235,5236,37,2463,2017-09-29,True,Approved
5236,5236,5237,67,3285,2017-05-09,True,Approved
5237,5237,5238,24,3470,2017-11-02,False,Approved
5238,5238,5239,24,1890,2017-10-01,True,Approved
5239,5239,5240,86,102,2017-03-27,True,Approved
5240,5240,5241,58,3421,2017-02-13,False,Approved
5241,5241,5242,56,2798,2017-07-17,True,Approved
5242,5242,5243,55,1392,2017-09-14,True,Approved
5243,5243,5244,0,2546,2017-12-11,True,Approved
5244,5244,5245,32,499,2017-07-25,True,Approved
5245,5245,5246,77,2775,2017-06-22,False,Approved
5246,5246,5247,65,685,2017-09-19,False,Approved
5247,5247,5248,91,2023,2017-12-17,False,Approved
5248,5248,5249,35,55,2017-02-04,True,Approved
5249,5249,5250,18,578,2017-06-14,True,Approved
5250,5250,5251,63,665,2017-01-02,False,Approved
5251,5251,5252,15,1236,2017-11-19,False,Approved
5252,5252,5253,64,374,2017-02-25,False,Approved
5253,5253,5254,1,2740,2017-10-05,True,Approved
5254,5254,5255,77,1299,2017-09-25,True,Approved
5255,5255,5256,66,491,2017-10-06,False,Approved
5256,5256,5257,14,2676,2017-12-25,True,Approved
5257,5257,5258,74,2542,2017-05-29,False,Approved
5258,5258,5259,59,612,2017-10-04,True,Approved
5259,5259,5260,50,673,2017-08-18,False,Approved
5260,5260,5261,0,3322,2017-12-28,False,Approved
5261,5261,5262,65,3036,2017-07-27,True,Approved
5262,5262,5263,2,496,2017-06-26,True,Approved
5263,5263,5264,0,2659,2017-10-28,False,Approved
5264,5264,5265,80,1449,2017-10-20,False,Approved
5265,5265,5266,91,2725,2017-07-02,False,Approved
5266,5266,5267,0,1172,2017-10-05,False,Approved
5267,5267,5268,10,247,2017-02-26,False,Approved
5268,5268,5269,38,172,2017-07-09,False,Approved
5269,5269,5270,99,273,2017-12-02,True,Approved
5270,5270,5271,13,1280,2017-02-25,True,Approved
5271,5271,5272,12,2848,2017-12-17,False,Approved
5272,5272,5273,49,2399,2017-11-22,False,Approved
5273,5273,5274,79,909,2017-05-31,True,Approved
5274,5274,5275,53,719,2017-12-03,True,Approved
5275,5275,5276,46,1043,2017-07-29,False,Cancelled
5276,5276,5277,38,1205,2017-10-23,False,Approved
5277,5277,5278,45,482,2017-03-23,True,Approved
5278,5278,5279,11,3371,2017-02-23,False,Approved
5279,5279,5280,62,2055,2017-04-16,False,Approved
5280,5280,5281,34,515,2017-01-10,False,Approved
5281,5281,5282,20,2439,2017-01-15,True,Approved
5282,5282,5283,0,3038,2017-02-08,False,Approved
5283,5283,5284,23,1335,2017-04-22,False,Approved
5284,5284,5285,81,692,2017-08-27,False,Approved
5285,5285,5286,19,3018,2017-06-12,True,Approved
5286,5286,5287,65,1534,2017-07-13,False,Approved
5287,5287,5288,49,750,2017-10-12,True,Approved
5288,5288,5289,55,2801,2017-12-08,False,Approved
5289,5289,5290,31,3217,2017-03-08,True,Approved
5290,5290,5291,0,2138,2017-11-17,True,Approved
5291,5291,5292,69,3161,2017-10-08,False,Approved
5292,5292,5293,86,2884,2017-03-12,True,Approved
5293,5293,5294,14,1332,2017-10-01,False,Approved
5294,5294,5295,77,3002,2017-09-15,False,Approved
5295,5295,5296,43,325,2017-05-18,False,Approved
5296,5296,5297,28,104,2017-06-17,False,Approved
5297,5297,5298,29,1651,2017-01-21,False,Approved
5298,5298,5299,29,266,2017-03-10,True,Approved
5299,5299,5300,16,1077,2017-08-17,False,Approved
5300,5300,5301,42,1603,2017-02-16,True,Approved
5301,5301,5302,33,2088,2017-03-14,False,Approved
5302,5302,5303,12,3223,2017-11-25,True,Approved
5303,5303,5304,34,1953,2017-04-28,True,Approved
5304,5304,5305,12,3132,2017-12-07,False,Approved
5305,5305,5306,87,3209,2017-12-21,False,Approved
5306,5306,5307,34,1558,2017-05-04,False,Approved
5307,5307,5308,27,1775,2017-08-01,False,Approved
5308,5308,5309,81,2946,2017-11-13,True,Approved
5309,5309,5310,73,404,2017-04-18,False,Approved
5310,5310,5311,4,2894,2017-08-28,False,Approved
5311,5311,5312,0,1826,2017-09-30,True,Approved
5312,5312,5313,86,2770,2017-01-31,True,Approved
5313,5313,5314,27,2184,2017-09-14,False,Approved
5314,5314,5315,23,820,2017-03-27,False,Approved
5315,5315,5316,78,17,2017-11-14,True,Approved
5316,5316,5317,40,2411,2017-05-21,False,Approved
5317,5317,5318,43,3220,2017-11-01,False,Approved
5318,5318,5319,78,2353,2017-06-06,False,Approved
5319,5319,5320,31,2539,2017-04-15,True,Approved
5320,5320,5321,3,8,2017-12-08,True,Approved
5321,5321,5322,0,2048,2017-07-12,True,Approved
5322,5322,5323,11,3010,2017-01-01,False,Cancelled
5323,5323,5324,58,2429,2017-05-19,True,Approved
5324,5324,5325,6,1286,2017-07-17,False,Approved
5325,5325,5326,0,1304,2017-09-30,True,Approved
5326,5326,5327,9,1182,2017-12-25,False,Approved
5327,5327,5328,55,1349,2017-11-17,True,Approved
5328,5328,5329,57,3220,2017-11-20,False,Approved
5329,5329,5330,3,536,2017-11-12,False,Approved
5330,5330,5331,0,1107,2017-09-28,False,Approved
5331,5331,5332,34,506,2017-03-23,True,Approved
5332,5332,5333,93,1220,2017-01-17,False,Approved
5333,5333,5334,48,576,2017-10-26,True,Approved
5334,5334,5335,33,2609,2017-02-23,False,Approved
5335,5335,5336,83,410,2017-12-24,True,Approved
5336,5336,5337,46,2124,2017-11-03,True,Approved
5337,5337,5338,7,614,2017-07-08,False,Approved
5338,5338,5339,59,102,2017-04-22,True,Approved
5339,5339,5340,71,3421,2017-12-02,True,Approved
5340,5340,5341,23,2005,2017-03-29,True,Approved
5341,5341,5342,37,2557,2017-08-25,False,Approved
5342,5342,5343,37,772,2017-07-11,False,Cancelled
5343,5343,5344,14,146,2017-05-24,False,Approved
5344,5344,5345,97,644,2017-07-26,False,Approved
5345,5345,5346,40,2017,2017-12-18,False,Approved
5346,5346,5347,60,172,2017-06-17,False,Approved
5347,5347,5348,72,1920,2017-10-22,True,Approved
5348,5348,5349,2,711,2017-01-02,True,Approved
5349,5349,5350,100,2728,2017-08-17,False,Approved
5350,5350,5351,53,769,2017-01-01,True,Approved
5351,5351,5352,72,2659,2017-01-23,True,Approved
5352,5352,5353,97,3367,2017-10-09,True,Approved
5353,5353,5354,22,1383,2017-04-19,,Approved
5354,5354,5355,6,2127,2017-11-14,False,Approved
5355,5355,5356,0,1885,2017-05-12,True,Approved
5356,5356,5357,13,2747,2017-12-16,False,Approved
5357,5357,5358,86,568,2017-09-30,False,Approved
5358,5358,5359,41,614,2017-12-12,True,Approved
5359,5359,5360,7,3309,2017-12-06,False,Approved
5360,5360,5361,45,3205,2017-01-07,True,Approved
5361,5361,5362,92,2750,2017-01-19,True,Approved
5362,5362,5363,16,1372,2017-06-18,True,Approved
5363,5363,5364,32,1299,2017-09-12,False,Approved
5364,5364,5365,9,2033,2017-06-13,False,Approved
5365,5365,5366,16,2490,2017-10-07,False,Approved
5366,5366,5367,74,987,2017-11-26,True,Approved
5367,5367,5368,76,2880,2017-10-28,False,Approved
5368,5368,5369,55,2208,2017-05-17,True,Approved
5369,5369,5370,86,3344,2017-12-20,True,Approved
5370,5370,5371,6,3011,2017-11-25,True,Approved
5371,5371,5372,45,2502,2017-10-07,False,Approved
5372,5372,5373,62,3471,2017-02-24,False,Approved
5373,5373,5374,71,2270,2017-01-10,True,Approved
5374,5374,5375,36,1045,2017-09-08,True,Approved
5375,5375,5376,67,653,2017-09-30,True,Approved
5376,5376,5377,62,2357,2017-11-20,False,Approved
5377,5377,5378,92,2888,2017-12-01,True,Approved
5378,5378,5379,25,822,2017-02-05,False,Approved
5379,5379,5380,53,1076,2017-01-13,True,Approved
5380,5380,5381,28,2597,2017-03-20,False,Approved
5381,5381,5382,9,1704,2017-02-27,True,Approved
5382,5382,5383,40,2847,2017-03-10,False,Approved
5383,5383,5384,39,2218,2017-12-09,True,Approved
5384,5384,5385,0,1796,2017-01-04,False,Approved
5385,5385,5386,35,2010,2017-11-26,False,Approved
5386,5386,5387,59,1855,2017-12-08,True,Approved
5387,5387,5388,37,3280,2017-03-11,False,Approved
5388,5388,5389,20,780,2017-10-03,False,Approved
5389,5389,5390,70,1941,2017-04-14,True,Approved
5390,5390,5391,6,2251,2017-09-21,True,Approved
5391,5391,5392,86,2783,2017-07-06,False,Approved
5392,5392,5393,66,2587,2017-07-30,False,Approved
5393,5393,5394,56,1402,2017-02-14,True,Approved
5394,5394,5395,53,593,2017-08-13,True,Approved
5395,5395,5396,0,1953,2017-05-03,True,Approved
5396,5396,5397,87,2977,2017-12-21,True,Approved
5397,5397,5398,25,1563,2017-05-04,True,Approved
5398,5398,5399,1,2959,2017-08-03,False,Approved
5399,5399,5400,27,3239,2017-02-27,True,Approved
5400,5400,5401,8,1936,2017-07-13,False,Approved
5401,5401,5402,32,3450,2017-01-13,True,Approved
5402,5402,5403,44,3108,2017-11-07,False,Approved
5403,5403,5404,77,3443,2017-07-28,False,Approved
5404,5404,5405,32,183,2017-06-07,True,Approved
5405,5405,5406,53,1962,2017-09-28,True,Approved
5406,5406,5407,70,2024,2017-10-06,True,Approved
5407,5407,5408,36,506,2017-08-14,False,Approved
5408,5408,5409,45,1229,2017-10-06,True,Approved
5409,5409,5410,34,2741,2017-10-12,False,Cancelled
5410,5410,5411,50,2966,2017-04-03,False,Approved
5411,5411,5412,40,2829,2017-06-04,False,Approved
5412,5412,5413,66,1578,2017-03-09,False,Approved
5413,5413,5414,81,459,2017-11-16,True,Approved
5414,5414,5415,44,33,2017-11-22,False,Approved
5415,5415,5416,0,1700,2017-11-16,,Approved
5416,5416,5417,61,607,2017-04-06,True,Approved
5417,5417,5418,42,2156,2017-06-14,True,Approved
5418,5418,5419,27,2436,2017-04-27,True,Approved
5419,5419,5420,38,1497,2017-06-26,False,Approved
5420,5420,5421,49,1181,2017-11-13,True,Approved
5421,5421,5422,62,139,2017-02-09,False,Approved
5422,5422,5423,53,2405,2017-02-17,False,Approved
5423,5423,5424,87,238,2017-03-22,True,Approved
5424,5424,5425,29,504,2017-07-08,True,Approved
5425,5425,5426,46,1461,2017-09-26,True,Approved
5426,5426,5427,15,2343,2017-10-29,False,Approved
5427,5427,5428,23,671,2017-10-29,True,Approved
5428,5428,5429,52,1845,2017-02-08,False,Approved
5429,5429,5430,41,2331,2017-03-22,False,Approved
